"cluster","name","avg_log2FC","p_val","p_val_adj","gene","COG_class","Func_anno","Func","time","Anno"
"Transposase+ cells","PurL1",-0.966256037938695,0.000410185194577768,0.0038571196027943,"COG0046","F","Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain","Purine biosynthesis","","3VIU"
"Transposase+ cells","H3TH",-0.964510163427587,0.0166604820422561,0.0475588760338891,"COG3743","L","Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain","","",""
"Transposase+ cells","RplM",-0.953517416929429,0.000948192411532916,0.0068897877175671,"COG0102","J","Ribosomal protein L13","Ribosome 50S subunit","","1VS6"
"Transposase+ cells","GlcD",-0.945920739478158,0.0013151138406835,0.00843708906878495,"COG0277","C","FAD/FMN-containing lactate dehydrogenase/glycolate oxidase","","","1AHU"
"Transposase+ cells","DapA",-0.944373654724821,0.000708297557602865,0.00562116997842273,"COG0329","EM","4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase","Lysine biosynthesis","27574185","2R91"
"Transposase+ cells","GlyA",-0.936540589311991,0.00184283453277196,0.0105210808274073,"COG0112","E","Glycine/serine hydroxymethyltransferase","Serine biosynthesis","","1BJ4"
"Transposase+ cells","FimV",-0.935771630224542,0.000588475206724756,0.004951156062594,"COG3170","NW","Type IV pilus assembly protein FimV","","",""
"Transposase+ cells","CHASE1",-0.933572417159331,0.0018583664639883,0.0105438446881885,"COG3614","T","Extracytoplasmic sensor domain CHASE1 (specificity unknown)","","","3T4J"
"Transposase+ cells","RpsD",-0.932383871975539,0.00115130776461709,0.00776092402775013,"COG0522","J","Ribosomal protein S4 or related protein","Ribosome 30S subunit","","4V4H"
"Transposase+ cells","CysK",-0.93162147852736,0.00182408760841479,0.0105210808274073,"COG0031","E","Cysteine synthase","Cysteine biosynthesis","","1FCJ"
"Transposase+ cells","HisJ",-0.928603648577167,0.000178509916015949,0.00217243340959089,"COG0834","ET","ABC-type amino acid transport/signal transduction system, periplasmic component/domain","","","1GGG"
"Transposase+ cells","RpmG",-0.92769744862365,0.00868322843971287,0.0315402357693007,"COG0267","J","Ribosomal protein L33","Ribosome 50S subunit","","1VS6"
"Transposase+ cells","CitA",-0.924991464120005,0.0096829214093068,0.0335454769567007,"COG3290","T","Sensor histidine kinase DipB regulating citrate/malate metabolism","","",""
"Transposase+ cells","GloA",-0.916968566851206,0.000188242128647373,0.00224088236123841,"COG0346","Q","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family","","11830595","3R4Q"
"Transposase+ cells","COG2984",-0.91694964759127,0.00538801492666978,0.02345987822157,"COG2984","R","ABC-type uncharacterized transport system, periplasmic component","","","3LFT"
"Transposase+ cells","NifS",-0.909715296191184,0.00154102435305244,0.00940410435343825,"COG1104","E","Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family","","22773787;25825430","4IXO"
"Transposase+ cells","RpsR",-0.902334215435832,0.00224407286431874,0.0121898909474401,"COG0238","J","Ribosomal protein S18","Ribosome 30S subunit","","4V4H"
"Transposase+ cells","BisC",-0.901200845793694,0.00513955616330956,0.0227318709357447,"COG0243","C","Anaerobic selenocysteine-containing dehydrogenase","","","1EU1"
"Transposase+ cells","DdlA",-0.898335974568754,0.0130586869333158,0.0410468277482594,"COG1181","MR","D-alanine-D-alanine ligase or related ATP-grasp enzyme","Mureine biosynthesis","","1E4E"
"Transposase+ cells","RplY",-0.895841956723434,0.0162107492143877,0.0469325170846557,"COG1825","J","Ribosomal protein L25 (general stress protein Ctc)","Ribosome 50S subunit","","1B75"
"Transposase+ cells","PiuB",-0.894793109436236,0.00227437695507417,0.012294820351343,"COG3182","S","PepSY-associated TM region","","15124630",""
"Transposase+ cells","GstA",-0.892729982392045,0.00168574684480216,0.00998069163668579,"COG0625","O","Glutathione S-transferase","","","1A0F"
"Transposase+ cells","PulD",-0.889841358774864,0.00754887014801322,0.028731924134785,"COG1450","U","Type II secretory pathway component GspD/PulD (secretin)","","","5TCQ"
"Transposase+ cells","NtpF",-0.88739552055025,0.022818212663072,0.061675313937144,"COG1436","C","Archaeal/vacuolar-type H+-ATPase subunit F/Vma7","A/V-type ATP synthase","","2D00"
"Transposase+ cells","PyrH",-0.887144973372789,0.00883173473108875,0.0318543865763793,"COG0528","F","Uridylate kinase","Pyrimidine biosynthesis","","2BND"
"Transposase+ cells","Lpd",-0.885136841540657,0.000475093004728154,0.00425016775495732,"COG1249","C","Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase","Glycine cleavagePyruvate oxidation","","6QKG"
"Transposase+ cells","OmpW",-0.8833607015654,0.0050171122565275,0.0222867718516274,"COG3047","M","Outer membrane protein OmpW","","","2F1T"
"Transposase+ cells","LeuA",-0.879784332759579,0.0222909927780036,0.0608104284017138,"COG0119","E","Isopropylmalate/homocitrate/citramalate synthases","Isoleucine, leucine, valine biosynthesis","","4JN6"
"Transposase+ cells","LpxC",-0.876820336148465,0.0162612383497353,0.0469325170846557,"COG0774","M","UDP-3-O-acyl-N-acetylglucosamine deacetylase","Lipid A biosynthesis","","1P42"
"Transposase+ cells","RpsO",-0.875847521442828,0.00557135081629826,0.0237198699215558,"COG0184","J","Ribosomal protein S15P/S13E","Ribosome 30S subunit","","4V4H"
"Transposase+ cells","GuaB",-0.869408369216681,0.000465001002685968,0.00419625904843224,"COG0516","F","IMP dehydrogenase/GMP reductase","Purine biosynthesis","","1B3O"
"Transposase+ cells","GrsT",-0.862785621599945,0.0424893022696137,0.0982345645448301,"COG3208","Q","Surfactin synthase thioesterase subunit","","","6VAP"
"Transposase+ cells","TolC",-0.85801419100956,0.0010879890879467,0.00751518388526143,"COG1538","M","Outer membrane protein TolC","","","1EK9"
"Transposase+ cells","HisM",-0.847445963390371,0.012857254640236,0.0406419998373561,"COG0765","E","ABC-type amino acid transport system, permease component","","","4YMS"
"Transposase+ cells","CarA",-0.84521020735475,0.00684906017367546,0.0264832617081232,"COG0505","EF","Carbamoylphosphate synthase small subunit","Arginine biosynthesis","","1C30"
"Transposase+ cells","GloB",-0.841195571468535,0.000954668374553929,0.00689208974919901,"COG0491","R","Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II","","25670698","1QH3"
"Transposase+ cells","NagE",-0.838238492173257,0.0335503406403646,0.0823093215498118,"COG2190","G","Phosphotransferase system IIA component","","","1AX3"
"Transposase+ cells","Map",-0.836393964965077,0.00223089658545535,0.0121774306298758,"COG0024","J","Methionine aminopeptidase","","","3J2I"
"Transposase+ cells","NrdB",-0.835296157984872,0.00856848890135455,0.0312317233896278,"COG0208","F","Ribonucleotide reductase beta subunit, ferritin-like domain","Pyrimidine salvage","","1AV8"
"Transposase+ cells","Mrp",-0.833968271173015,0.00145695447109305,0.00910800029694481,"COG0489","D","Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family","","18616280;19114487;31709520","2PH1"
"Transposase+ cells","GlpC",-0.828320072814731,0.0139915228744994,0.0432500389407868,"COG0247","C","Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF","","",""
"Transposase+ cells","COG2848",-0.82780547495447,0.00230621333414025,0.0123476206741768,"COG2848","D","Uncharacterized conserved protein, UPF0210 family","","","2HA9"
"Transposase+ cells","AroA",-0.82164217856922,0.00252246237868223,0.0131285367523042,"COG0128","E","5-enolpyruvylshikimate-3-phosphate synthase","Aromatic amino acid biosynthesis","","4N3P"
"Transposase+ cells","AnsP",-0.81743918907718,0.0473661503527067,0.106217880249857,"COG1113","E","L-asparagine transporter or related permease","","",""
"Transposase+ cells","GlgP",-0.810839552151097,0.0016381226438111,0.00980245582045254,"COG0058","G","Glucan phosphorylase","","","1A8I"
"Transposase+ cells","UspA",-0.809532541220884,0.0176235886762965,0.0499260651361413,"COG0589","T","Nucleotide-binding universal stress protein,  UspA family","","","1JMV"
"Transposase+ cells","RocR",-0.805409732392089,0.0141477007803555,0.043373362118405,"COG3829","KT","RocR-type transcriptional regulator, contains PAS, AAA-type ATPase, and DNA-binding Fis domains","","",""
"Transposase+ cells","ArgD",-0.803371625386264,0.00683002694635442,0.0264832617081232,"COG0160","E","Acetylornithine aminotransferase/4-aminobutyrate aminotransferase","Arginine biosynthesis","","1SF2"
"Transposase+ cells","ArgD",-0.803371625386264,0.00683002694635442,0.0264832617081232,"COG4992","E","Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase","Arginine biosynthesis","","2.00E+54"
"Transposase+ cells","NusA",-0.786438497834352,0.000929721625731135,0.00679972875289634,"COG0195","K","Transcription antitermination factor NusA, contains S1 and KH domains","","","1HH2"
"Transposase+ cells","RpsI",-0.779284991200552,0.00516530604486367,0.0227558167881986,"COG0103","J","Ribosomal protein S9","Ribosome 30S subunit","","4V4H"
"Transposase+ cells","RpsE",-0.778121004267818,0.00845754583074632,0.0309280842634155,"COG0098","J","Ribosomal protein S5","Ribosome 30S subunit","","4V4H"
"Transposase+ cells","Vgb",-0.773659067006673,0.0173302773857578,0.0492197471945761,"COG4257","V","Streptogramin lyase","","",""
"Transposase+ cells","MviM",-0.770099857619009,0.00556510724698552,0.0237198699215558,"COG0673","R","Predicted dehydrogenase","","","3UUW"
"Transposase+ cells","COG2931",-0.769851243285722,0.00113164058989455,0.00769441107541753,"COG2931","Q","Ca2+-binding protein, RTX toxin-related","","15135544","1AF0"
"Transposase+ cells","AdaA",-0.769463185404963,0.00489079891571452,0.0219757141132181,"COG2169","L","Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains","","","1ADN"
"Transposase+ cells","YraI",-0.76420800464331,0.0144160751394843,0.0437829355870235,"COG4991","S","Uncharacterized conserved protein YraI","","","2.00E+52"
"Transposase+ cells","MurE",-0.755728404118399,0.00788033646028684,0.0293936549968699,"COG0769","M","UDP-N-acetylmuramyl tripeptide synthase","Mureine biosynthesis","","1E8C"
"Transposase+ cells","MiaB",-0.74783705091795,0.00149186591859864,0.00922319316525897,"COG0621","J","tRNA A37 methylthiotransferase MiaB","tRNA modification","17407324;20472640;20584901","4JC0"
"Transposase+ cells","GlgC",-0.740691402224173,0.024245123138255,0.063686133313867,"COG0448","G","Glucose-1-phosphate adenylyltransferase (ADP-glucose pyrophosphorylase)","","27545622","5MNI"
"Transposase+ cells","PflA",-0.732414408081674,0.0156136775161934,0.0460994858591567,"COG1180","O","Pyruvate-formate lyase-activating enzyme","","","3CAN"
"Transposase+ cells","YkwD",-0.729318963183488,0.000371916216869457,0.00365065128663967,"COG2340","DR","Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain","","31199835","1CFE"
"Transposase+ cells","GTP1",-0.728332717853043,0.00332571473477782,0.0163941620626272,"COG0012","J","Ribosome-binding ATPase YchF, GTP1/OBG family","","21527254","2DWQ"
"Transposase+ cells","LptD",-0.725086380817696,0.00408210316658627,0.0190917857887972,"COG1452","M","LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)","","","4N4R"
"Transposase+ cells","COG2524",-0.72286830164626,0.00650929172823106,0.025836216692931,"COG2524","K","Predicted transcriptional regulator, contains C-terminal CBS domains","","",""
"Transposase+ cells","MetK",-0.721905700908127,0.0125379671350133,0.0404159217070568,"COG0192","H","S-adenosylmethionine synthetase","Methionine biosynthesis","","1FUG"
"Transposase+ cells","ThrC",-0.719672853367381,0.00160870273017804,0.00967816319929695,"COG0498","E","Threonine synthase","Threonine biosynthesis","","1VB3"
"Transposase+ cells","COG3448",-0.714517261610958,0.00595750566037715,0.0244192264980294,"COG3448","T","CBS-domain-containing membrane protein","","",""
"Transposase+ cells","TlyC",-0.710272970942447,0.00571410262818887,0.024128606946956,"COG1253","R","Hemolysin-related protein, contains CBS domains, UPF0053 family","","","2NQW"
"Transposase+ cells","MetH2",-0.709502237607335,0.0466309384197886,0.105646191215837,"COG1410","E","Methionine synthase I, cobalamin-binding domain","Methionine biosynthesis","","4DJD"
"Transposase+ cells","YfaS",-0.703096259867116,0.0045783736205465,0.0209110207403736,"COG2373","R","Uncharacterized conserved protein YfaS, alpha-2-macroglobulin family","","","2A73"
"Transposase+ cells","YhaN",-0.700541657552105,0.00476887437949093,0.0216925627262209,"COG4717","S","Uncharacterized conserved protein YhaN, contains AAA domain","","",""
"Transposase+ cells","AfuA",-0.694994008290299,0.00908564550083791,0.0324687487339059,"COG1840","P","ABC-type Fe3+ transport system, periplasmic component","","","6IVY"
"Transposase+ cells","IspA",-0.693868344608063,0.00391293475075671,0.0188163850987095,"COG0142","H","Geranylgeranyl pyrophosphate synthase","Isoprenoid biosynthesis","","2AZJ"
"Transposase+ cells","ArsB",-0.693683472512264,0.0157063430316703,0.0462510469801027,"COG1055","P","Na+/H+ antiporter NhaD or related arsenite permease","","",""
"Transposase+ cells","MotB",-0.692027123725124,0.0068202128302379,0.0264832617081232,"COG1360","N","Flagellar motor protein MotB","","",""
"Transposase+ cells","FepA",-0.689580810110999,0.00546914750833938,0.023677576094639,"COG4771","P","Outer membrane receptor for ferrienterochelin and colicins","","16468998","2HDF"
"Transposase+ cells","PepN",-0.68940133718809,0.0143539502723849,0.0437658592773807,"COG0308","E","Aminopeptidase N, contains DUF3458 domain","","24123841","6ATK"
"Transposase+ cells","CirA",-0.689361718375837,0.00589337611787365,0.0243346416084894,"COG1629","P","Outer membrane receptor protein, Fe transport","","","1BY3"
"Transposase+ cells","MetL1",-0.688172230145238,0.0109409183312144,0.0363566042449166,"COG0527","E","Aspartate kinase","Lysine biosynthesis","","2CDQ"
"Transposase+ cells","FepD",-0.687285288651043,0.00823045996644687,0.0302956733633357,"COG0609","P","ABC-type Fe3+-siderophore transport system, permease component","","","2NQ2"
"Transposase+ cells","Lon",-0.685946636081206,0.0100283992471819,0.0344226342257561,"COG0466","O","ATP-dependent Lon protease, bacterial type","","","6ON2"
"Transposase+ cells","LldD",-0.685030101491868,0.00276720340444776,0.0140113149754617,"COG1304","CIR","FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase","Isoprenoid biosynthesis","","6AI7"
"Transposase+ cells","CelA1",-0.683447442815805,0.0362625572633568,0.0874521585726212,"COG5297","G","Cellulase/cellobiase CelA1","","",""
"Transposase+ cells","MetH1",-0.680566025570401,0.0402693020648532,0.0950661371531027,"COG0646","E","Methionine synthase I (cobalamin-dependent), methyltransferase domain","Methionine biosynthesis","","1LT7"
"Transposase+ cells","SfcA",-0.675610125464333,0.00769178415155315,0.0291755542740875,"COG0281","C","Malic enzyme","Urea cycle","","1DO8"
"Transposase+ cells","NtrB",-0.672616457614667,0.0147117124736292,0.0444929898864623,"COG3852","T","Signal transduction histidine kinase NtrB, nitrogen specific","","23893111",""
"Transposase+ cells","AdhE",-0.669673834073509,0.0143374958484223,0.0437658592773807,"COG1012","I","Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase","Proline degradation","","1A4S"
"Transposase+ cells","TrmB",-0.663182716424093,0.0196516649183077,0.054591111807902,"COG0220","J","tRNA G46 N7-methylase TrmB","tRNA modification","19373903;16600901","1YZH"
"Transposase+ cells","PerM",-0.659243429862197,0.00261492010290801,0.0134843114984058,"COG0628","R","Predicted PurR-regulated permease PerM","","",""
"Transposase+ cells","Fiu",-0.658699008217602,0.00888869113613146,0.0318796326324715,"COG4774","P","Outer membrane receptor for monomeric catechols","","",""
"Transposase+ cells","HflC",-0.657410160718131,0.00641746860220933,0.0256469548781151,"COG0330","O","Regulator of protease activity HflC, stomatin/prohibitin superfamily","","",""
"Transposase+ cells","AcrA",-0.655483983233448,0.00580626230220647,0.0242431694680808,"COG0845","MV","Multidrug efflux pump subunit AcrA (membrane-fusion protein)","","","1T5E"
"Transposase+ cells","VgrG",-0.655102375792536,0.00933438732040597,0.0328713077806088,"COG3501","UXR","Uncharacterized conserved protein VgrG, implicated in type VI secretion and phage assembly","","16980477","6SJL"
"Transposase+ cells","RibA",-0.653197009827096,0.00548033262601564,0.023677576094639,"COG0807","H","GTP cyclohydrolase II","Riboflavin/FAD biosynthesis","","2BZ0"
"Transposase+ cells","RibB",-0.65260225665372,0.00569458795515477,0.024128606946956,"COG0108","H","3,4-dihydroxy-2-butanone 4-phosphate synthase","Riboflavin/FAD biosynthesis","","1G57"
"Transposase+ cells","HemYx",-0.647325148302785,0.0103370161529656,0.0350518820459652,"COG3071","S","Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to protoporphyrinogen oxidase HemY)","","",""
"Transposase+ cells","HemYx",-0.647325148302785,0.0103370161529656,0.0350518820459652,"COG3898","S","Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to HemY-type protoporphyrinogen oxidase)","","",""
"Transposase+ cells","ZnuB",-0.646621030937711,0.0126412623748614,0.0404159217070568,"COG1108","P","ABC-type Mn2+/Zn2+ transport system, permease component","","",""
"Transposase+ cells","TamB",-0.646346149829044,0.00653200350312951,0.025836216692931,"COG2911","U","Autotransporter translocation and assembly protein TamB","","","5VTG"
"Transposase+ cells","CarB",-0.645779190473464,0.0161928199940509,0.0469325170846557,"COG0458","EF","Carbamoylphosphate synthase large subunit","Arginine biosynthesis","","1C30"
"Transposase+ cells","MutT",-0.645326382052896,0.013628632871769,0.0423296382102891,"COG0494","V","8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family","","","4V14"
"Transposase+ cells","MltF",-0.638385112512034,0.0293258598718402,0.0742435230692064,"COG4623","MT","Membrane-bound lytic murein transglycosylase MltF","","","4OWD"
"Transposase+ cells","Pta",-0.637485536903457,0.00656233240703335,0.0258565139558814,"COG0280","C","Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)","","28754323","1QZT"
"Transposase+ cells","CHASE3",-0.636292802187725,0.0422168277137918,0.0982345645448301,"COG5278","T","Extracytoplasmic sensor domain CHASE3 (specificity unknown)","","","3VA9"
"Transposase+ cells","Tgt",-0.635696789611161,0.0481472296048575,0.107110834846592,"COG0343","J","Queuine/archaeosine tRNA-ribosyltransferase","tRNA modification","15805528","1XW8"
"Transposase+ cells","MurA",-0.634760523065466,0.0280882337958489,0.0717596657935044,"COG0766","M","UDP-N-acetylglucosamine enolpyruvyl transferase","Mureine biosynthesis","","1A2N"
"Transposase+ cells","SdhA",-0.63166184876165,0.0374369994568095,0.089704501910428,"COG1053","C","Succinate dehydrogenase/fumarate reductase, flavoprotein subunit","TCA cycle","","1KF6"
"Transposase+ cells","NusG",-0.630084883057178,0.0240250124020706,0.0632564444186283,"COG0250","K","Transcription termination/antitermination protein NusG","","19500594","3EWG"
"Transposase+ cells","HflB",-0.628759620998971,0.00155193322788584,0.00940410435343825,"COG0465","O","ATP-dependent Zn proteases","","","1LV7"
"Transposase+ cells","COG3740",-0.627770667555617,0.0475952744771636,0.106518224279892,"COG3740","X","Phage head maturation protease","","",""
"Transposase+ cells","WalK",-0.626674198340901,0.00582789328589252,0.0242431694680808,"COG5002","T","Sensor histidine kinase WalK","","","4I5S"
"Transposase+ cells","CitT",-0.624312265831664,0.0319305643470245,0.0797551372864295,"COG0471","G","Di- and tricarboxylate antiporter","","","4F35"
"Transposase+ cells","RplI",-0.62191727409316,0.0279239705469697,0.0716176473485322,"COG0359","J","Ribosomal protein L9","Ribosome 50S subunit","27112601","1VS6"
"Transposase+ cells","PykF",-0.621284881412057,0.0320491185841672,0.0798729703690046,"COG0469","G","Pyruvate kinase","Glycolysis","","6QXL"
"Transposase+ cells","VacB",-0.619390071869889,0.00404526601039403,0.0190917857887972,"COG0557","K","Exoribonuclease R","","","6H25"
"Transposase+ cells","OsmY",-0.618008352149172,0.041189445661784,0.0968298102847402,"COG2823","M","Osmotically-inducible protein OsmY, contains BON domain","","12878000",""
"Transposase+ cells","SWIM",-0.610885467787883,0.0497534003563501,0.109810759366382,"COG4715","S","Uncharacterized protein, contains SWIM-type Zn finger domain","","",""
"Transposase+ cells","SppA",-0.608682723797175,0.0155108604669685,0.045962003951623,"COG0616","O","Periplasmic serine protease, ClpP class","","","3BEZ"
"Transposase+ cells","RplF",-0.604775054591255,0.0102399233989371,0.0348640962108448,"COG0097","J","Ribosomal protein L6P/L9E","Ribosome 50S subunit","","1VS6"
"Transposase+ cells","MrcA",-0.599842808350062,0.00411343930721714,0.0190917857887972,"COG5009","M","Membrane carboxypeptidase/penicillin-binding protein","","","3D0F"
"Transposase+ cells","CtpA",-0.593186517837505,0.00535865061445622,0.0234231642092833,"COG0793","O","C-terminal processing protease CtpA/Prc, contains a PDZ domain","","","6IQU"
"Transposase+ cells","RplJ",-0.59286676527224,0.0488078175525833,0.107936655812926,"COG0244","J","Ribosomal protein L10","Ribosome 50S subunit","","5IT8"
"Transposase+ cells","RpmC",-0.585048572661305,0.0369805097144569,0.0889918072483382,"COG0255","J","Ribosomal protein L29","Ribosome 50S subunit","","1VS6"
"Transposase+ cells","SrmB",-0.58400638560476,0.00105460868612275,0.00738225890594015,"COG0513","L","Superfamily II DNA and RNA helicase","","","3RRM"
"Transposase+ cells","Dcp",-0.575659166529795,0.0422569560853309,0.0982345645448301,"COG0339","O","Zn-dependent oligopeptidase, M3 family","","25239919;31422053","5L43"
"Transposase+ cells","PurH",-0.567923493626573,0.0239221258654684,0.0631341010458941,"COG0138","F","AICAR transformylase/IMP cyclohydrolase PurH","Purine biosynthesis","","1G8M"
"Transposase+ cells","Bcp",-0.566685288359383,0.0359963497857908,0.0869976574736499,"COG1225","O","Peroxiredoxin","","","5IPH"
"Transposase+ cells","ClpA",-0.565652759509955,0.0164639644719703,0.0471180978110865,"COG0542","O","ATP-dependent Clp protease, ATP-binding subunit ClpA","","","1KSF"
"Transposase+ cells","RplA",-0.564520957448191,0.0267053114700371,0.0692639210735222,"COG0081","J","Ribosomal protein L1","Ribosome 50S subunit","","3J65"
"Transposase+ cells","RecA",-0.564464897735018,0.0203413540842214,0.0563415228223856,"COG0468","L","RecA/RadA recombinase","","","1B22"
"Transposase+ cells","FabD",-0.560860738942786,0.0120837130382657,0.0393071944471492,"COG0331","I","Malonyl CoA-acyl carrier protein transacylase","Fatty acid biosynthesis","","1YXC"
"Transposase+ cells","Der",-0.549784808044223,0.00944231692711354,0.0329157403160126,"COG1160","J","Double Era-like domain GTPase Der","","","1MKY"
"Transposase+ cells","MtlA2",-0.546919714635637,0.0423230011776071,0.0982345645448301,"COG4668","G","Mannitol/fructose-specific phosphotransferase system, IIA domain","","","1A3A"
"Transposase+ cells","FabB",-0.545626329937738,0.0113897318976017,0.0373756891302529,"COG0304","IQ","3-oxoacyl-(acyl-carrier-protein) synthase","Fatty acid biosynthesis","21652641","2UV8"
"Transposase+ cells","Apt",-0.54456336511009,0.0466517190410859,0.105646191215837,"COG0503","F","Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein","Purine salvage","","1QB7"
"Transposase+ cells","ThiF",-0.541327431969531,0.033387247381568,0.0821422349121647,"COG0476","H","Molybdopterin or thiamine biosynthesis adenylyltransferase","Molybdopterin biosynthesis","32239579","1ZUD"
"Transposase+ cells","BtuB",-0.539238888229237,0.0230650603079979,0.0617788434649876,"COG4206","H","Outer membrane cobalamin receptor protein BtuB","","","1NQE"
"Transposase+ cells","NusB",-0.536337033551623,0.0323336268030055,0.0802531953362246,"COG0781","K","Transcription antitermination protein NusB","","21652641","1EY1"
"Transposase+ cells","TrmA",-0.536212466614484,0.0348146920346036,0.0846905225798291,"COG2265","J","tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family","tRNA modification","","1UWV"
"Transposase+ cells","KdpD",-0.533737592646567,0.00813880165499467,0.0300571585872575,"COG2205","T","K+-sensing histidine kinase KdpD","","","2KSF"
"Transposase+ cells","RplB",-0.53117458705933,0.0485001797853362,0.1076819467853,"COG0090","J","Ribosomal protein L2","Ribosome 50S subunit","","1VS6"
"Transposase+ cells","FabA",-0.530149792870492,0.0334001044549016,0.0821422349121647,"COG0764","I","3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase","Fatty acid biosynthesis","","1MKA"
"Transposase+ cells","GppA",-0.52817661324006,0.0265632570746128,0.0691262434104458,"COG0248","FT","Exopolyphosphatase/pppGpp-phosphohydrolase","","","1T6C"
"Transposase+ cells","RpsA",-0.524929932824036,0.00535343166644162,0.0234231642092833,"COG0539","J","Ribosomal protein S1","Ribosome 30S subunit","","4NNH"
"Transposase+ cells","PurF",-0.51143901369957,0.0326444847198318,0.0808167663749819,"COG0034","F","Glutamine phosphoribosylpyrophosphate amidotransferase","Purine biosynthesis","","1ECB"
"Transposase+ cells","EnvC",-0.509252316270966,0.0168872952758439,0.048083672808319,"COG4942","D","Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB","","",""
"Transposase+ cells","MASE1",-0.507854570201351,0.0470853076080607,0.106012996405271,"COG3447","T","Integral membrane sensor domain MASE1","","",""
"Transposase+ cells","RpsC",-0.503219360540852,0.0294918785430796,0.0744952868842123,"COG0092","J","Ribosomal protein S3","Ribosome 30S subunit","","1VS6"
"Transposase+ cells","FkpA",-0.50201165396005,0.010250480476647,0.0348640962108448,"COG0545","O","FKBP-type peptidyl-prolyl cis-trans isomerase","","","1A7X"
"Transposase+ cells","InfB",-0.494403840817024,0.0308302426050178,0.0775259358989098,"COG0532","J","Translation initiation factor IF-2, a GTPase","Translation factors","","5ME0"
"Transposase+ cells","PheT",-0.493915258455551,0.0381590483394331,0.0908510108336715,"COG0072","J","Phenylalanyl-tRNA synthetase beta subunit","Aminoacyl-tRNA synthetases","","3L4G"
"Transposase+ cells","TrxA",-0.493153679042089,0.03892043013022,0.0924670091628794,"COG0526","O","Thiol-disulfide isomerase or thioredoxin","","","1XFL"
"Transposase+ cells","FhaB",-0.492895225285328,0.0151525584342447,0.0454877217153455,"COG3210","U","Large exoprotein involved in heme utilization or adhesion","","","4RM6"
"Transposase+ cells","COG1470",-0.487352948128559,0.0318237943871066,0.079666277224099,"COG1470","S","Uncharacterized membrane protein","","","1EUT"
"Transposase+ cells","PepP",-0.485952279914146,0.0223325410632825,0.0608104284017138,"COG0006","E","Xaa-Pro aminopeptidase","","","1A16"
"Transposase+ cells","CaiD",-0.482122274987761,0.0154747549157962,0.045962003951623,"COG1024","I","Enoyl-CoA hydratase/carnithine racemase","Fatty acid biosynthesis","","1DCI"
"Transposase+ cells","IlvA",-0.475809225867026,0.0486374654860838,0.107772918572134,"COG1171","E","Threonine deaminase","Isoleucine, leucine, valine biosynthesis","","3IAU"
"Transposase+ cells","DadA",-0.457436439900224,0.0336151563433994,0.0823093215498118,"COG0665","E","Glycine/D-amino acid oxidase (deaminating)","","","3AWI"
"Transposase+ cells","RplC",-0.449616107685904,0.0419015893376079,0.0980437128525179,"COG0087","J","Ribosomal protein L3","Ribosome 50S subunit","","1VS6"
"Transposase+ cells","MnmG",-0.449361792816453,0.0402517259645646,0.0950661371531027,"COG0445","J","tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA","tRNA modification","","2ZXH"
"Transposase+ cells","HPtr",-0.428213371866412,0.0275950140711571,0.0709857948175282,"COG2198","T","HPt (histidine-containing phosphotransfer) domain","","","3IQT"
"Transposase+ cells","FusA",-0.42232944925627,0.0419686670744916,0.0980437128525179,"COG0480","J","Translation elongation factor EF-G, a GTPase","Translation factors","","1DAR"
"Transposase+ cells","DnaJ",-0.421117084881842,0.0267999870283364,0.0692639210735222,"COG0484","O","DnaJ-class molecular chaperone with C-terminal Zn finger domain","","","1BQ0"
"Transposase+ cells","AckA",-0.41660064693496,0.0455957559325964,0.103913749263901,"COG0282","C","Acetate kinase","","","3SK3"
